Gene stable ID	Transcript stable ID	Oryza sativa Indica Group protein or transcript stable ID
AT1G48870	AT1G48870.3	BGIOSGA006296-PA
AT1G48870	AT1G48870.1	BGIOSGA006296-PA
AT1G48870	AT1G48870.2	BGIOSGA015119-PA
AT1G48870	AT1G48870.3	BGIOSGA015119-PA
AT1G48870	AT1G48870.1	BGIOSGA015119-PA
AT3G50840	AT3G50840.2	BGIOSGA026232-PA
AT3G50840	AT3G50840.3	BGIOSGA026232-PA
AT3G50840	AT3G50840.1	BGIOSGA026232-PA
AT3G50840	AT3G50840.2	BGIOSGA037429-PA
AT3G50840	AT3G50840.3	BGIOSGA037429-PA
AT3G50840	AT3G50840.1	BGIOSGA037429-PA
AT3G50840	AT3G50840.2	BGIOSGA013527-PA
AT3G50840	AT3G50840.3	BGIOSGA013527-PA
AT3G50840	AT3G50840.1	BGIOSGA013527-PA
AT3G50840	AT3G50840.2	BGIOSGA011425-PA
AT3G50840	AT3G50840.3	BGIOSGA011425-PA
AT3G50840	AT3G50840.1	BGIOSGA011425-PA
AT4G35100	AT4G35100.1	BGIOSGA009363-PA
AT4G35100	AT4G35100.2	BGIOSGA009363-PA
AT4G35100	AT4G35100.1	BGIOSGA009362-PA
AT4G35100	AT4G35100.2	BGIOSGA009362-PA
AT3G51171	AT3G51171.1	
AT1G69280	AT1G69280.2	
AT1G69280	AT1G69280.3	
AT1G69280	AT1G69280.1	
AT1G36950	AT1G36950.1	BGIOSGA000985-PA
AT1G36950	AT1G36950.1	BGIOSGA020316-PA
AT4G09090	AT4G09090.1	BGIOSGA002019-PA
AT4G33380	AT4G33380.1	
AT4G33380	AT4G33380.2	
AT3G60100	AT3G60100.3	BGIOSGA035391-PA
AT3G60100	AT3G60100.2	BGIOSGA035391-PA
AT3G60100	AT3G60100.1	BGIOSGA035391-PA
AT3G60100	AT3G60100.3	BGIOSGA037972-PA
AT3G60100	AT3G60100.2	BGIOSGA037972-PA
AT3G60100	AT3G60100.1	BGIOSGA037972-PA
AT3G60100	AT3G60100.3	BGIOSGA006961-PA
AT3G60100	AT3G60100.2	BGIOSGA006961-PA
AT3G60100	AT3G60100.1	BGIOSGA006961-PA
AT1G12430	AT1G12430.2	
AT1G12430	AT1G12430.1	
AT3G17440	AT3G17440.1	BGIOSGA010664-PA
AT3G17440	AT3G17440.2	BGIOSGA010664-PA
AT3G17440	AT3G17440.1	BGIOSGA026221-PA
AT3G17440	AT3G17440.2	BGIOSGA026221-PA
AT3G10350	AT3G10350.2	
AT3G10350	AT3G10350.1	
AT1G56320	AT1G56320.1	
AT1G50880	AT1G50880.1	
AT4G14465	AT4G14465.1	BGIOSGA024565-PA
AT4G14465	AT4G14465.1	BGIOSGA027048-PA
AT4G14465	AT4G14465.1	BGIOSGA009307-PA
AT4G22580	AT4G22580.1	
AT1G36310	AT1G36310.2	BGIOSGA005615-PA
AT1G36310	AT1G36310.1	BGIOSGA005615-PA
AT3G46086	AT3G46086.1	
AT3G17030	AT3G17030.1	BGIOSGA013877-PA
AT1G44830	AT1G44830.1	BGIOSGA022531-PA
AT1G44830	AT1G44830.1	BGIOSGA011061-PA
AT1G44830	AT1G44830.1	BGIOSGA005542-PA
AT4G16180	AT4G16180.2	BGIOSGA012484-PA
AT4G16180	AT4G16180.1	BGIOSGA012484-PA
AT4G15396	AT4G15396.1	BGIOSGA032224-PA
AT4G15396	AT4G15396.3	BGIOSGA032224-PA
AT4G15396	AT4G15396.2	BGIOSGA032224-PA
AT4G15396	AT4G15396.4	BGIOSGA032224-PA
AT4G15396	AT4G15396.1	BGIOSGA010117-PA
AT4G15396	AT4G15396.3	BGIOSGA010117-PA
AT4G15396	AT4G15396.2	BGIOSGA010117-PA
AT4G15396	AT4G15396.4	BGIOSGA010117-PA
AT4G15396	AT4G15396.1	BGIOSGA015808-PA
AT4G15396	AT4G15396.3	BGIOSGA015808-PA
AT4G15396	AT4G15396.2	BGIOSGA015808-PA
AT4G15396	AT4G15396.4	BGIOSGA015808-PA
AT4G15396	AT4G15396.1	BGIOSGA035137-PA
AT4G15396	AT4G15396.3	BGIOSGA035137-PA
AT4G15396	AT4G15396.2	BGIOSGA035137-PA
AT4G15396	AT4G15396.4	BGIOSGA035137-PA
AT4G15396	AT4G15396.1	BGIOSGA040618-PA
AT4G15396	AT4G15396.3	BGIOSGA040618-PA
AT4G15396	AT4G15396.2	BGIOSGA040618-PA
AT4G15396	AT4G15396.4	BGIOSGA040618-PA
AT4G15396	AT4G15396.1	BGIOSGA038199-PA
AT4G15396	AT4G15396.3	BGIOSGA038199-PA
AT4G15396	AT4G15396.2	BGIOSGA038199-PA
AT4G15396	AT4G15396.4	BGIOSGA038199-PA
AT4G15396	AT4G15396.1	BGIOSGA014522-PA
AT4G15396	AT4G15396.3	BGIOSGA014522-PA
AT4G15396	AT4G15396.2	BGIOSGA014522-PA
AT4G15396	AT4G15396.4	BGIOSGA014522-PA
AT4G15396	AT4G15396.1	BGIOSGA036357-PA
AT4G15396	AT4G15396.3	BGIOSGA036357-PA
AT4G15396	AT4G15396.2	BGIOSGA036357-PA
AT4G15396	AT4G15396.4	BGIOSGA036357-PA
AT4G15396	AT4G15396.1	BGIOSGA032722-PA
AT4G15396	AT4G15396.3	BGIOSGA032722-PA
AT4G15396	AT4G15396.2	BGIOSGA032722-PA
AT4G15396	AT4G15396.4	BGIOSGA032722-PA
AT4G15396	AT4G15396.1	BGIOSGA024305-PA
AT4G15396	AT4G15396.3	BGIOSGA024305-PA
AT4G15396	AT4G15396.2	BGIOSGA024305-PA
AT4G15396	AT4G15396.4	BGIOSGA024305-PA
AT4G15396	AT4G15396.1	BGIOSGA014523-PA
AT4G15396	AT4G15396.3	BGIOSGA014523-PA
AT4G15396	AT4G15396.2	BGIOSGA014523-PA
AT4G15396	AT4G15396.4	BGIOSGA014523-PA
AT2G16880	AT2G16880.1	
AT5G45190	AT5G45190.3	
AT5G45190	AT5G45190.2	
AT5G45190	AT5G45190.1	
AT5G41120	AT5G41120.1	BGIOSGA034526-PA
AT5G41120	AT5G41120.2	BGIOSGA034526-PA
AT5G41120	AT5G41120.3	BGIOSGA034526-PA
AT4G02860	AT4G02860.1	BGIOSGA001931-PA
AT4G02860	AT4G02860.1	BGIOSGA001932-PA
AT4G02860	AT4G02860.1	BGIOSGA012941-PA
AT3G12145	AT3G12145.1	
AT5G19940	AT5G19940.1	
AT5G19940	AT5G19940.2	
AT1G01300	AT1G01300.1	BGIOSGA017459-PA
AT1G01300	AT1G01300.1	BGIOSGA003916-PA
AT2G43790	AT2G43790.1	BGIOSGA021882-PA
AT1G48050	AT1G48050.1	BGIOSGA013980-PA
AT1G48050	AT1G48050.2	BGIOSGA013980-PA
AT1G48050	AT1G48050.3	BGIOSGA013980-PA
AT5G66820	AT5G66820.1	
AT5G08240	AT5G08240.1	
AT3G01080	AT3G01080.1	BGIOSGA010657-PA
AT3G01080	AT3G01080.2	BGIOSGA010657-PA
AT3G01080	AT3G01080.3	BGIOSGA010657-PA
AT3G01080	AT3G01080.1	BGIOSGA013598-PA
AT3G01080	AT3G01080.2	BGIOSGA013598-PA
AT3G01080	AT3G01080.3	BGIOSGA013598-PA
AT3G01080	AT3G01080.1	BGIOSGA023966-PA
AT3G01080	AT3G01080.2	BGIOSGA023966-PA
AT3G01080	AT3G01080.3	BGIOSGA023966-PA
AT1G36925	AT1G36925.1	
AT1G30670	AT1G30670.1	BGIOSGA037431-PA
AT1G22180	AT1G22180.2	BGIOSGA005610-PA
AT1G22180	AT1G22180.3	BGIOSGA005610-PA
AT1G22180	AT1G22180.4	BGIOSGA005610-PA
AT1G22180	AT1G22180.1	BGIOSGA005610-PA
AT3G60190	AT3G60190.1	BGIOSGA031375-PA
AT1G17450	AT1G17450.2	BGIOSGA008057-PA
AT1G17450	AT1G17450.3	BGIOSGA008057-PA
AT1G17450	AT1G17450.1	BGIOSGA008057-PA
AT1G61630	AT1G61630.1	BGIOSGA024103-PA
AT1G61630	AT1G61630.1	BGIOSGA024102-PA
AT5G18260	AT5G18260.1	BGIOSGA010820-PA
AT1G28590	AT1G28590.1	BGIOSGA003983-PA
AT1G28590	AT1G28590.1	BGIOSGA004121-PA
AT1G28590	AT1G28590.1	BGIOSGA032853-PA
AT1G28590	AT1G28590.1	BGIOSGA032855-PA
AT1G28590	AT1G28590.1	BGIOSGA012686-PA
AT1G28590	AT1G28590.1	BGIOSGA012682-PA
AT1G28590	AT1G28590.1	BGIOSGA012687-PA
AT1G28590	AT1G28590.1	BGIOSGA004112-PA
AT1G28590	AT1G28590.1	BGIOSGA004109-PA
AT1G28590	AT1G28590.1	BGIOSGA032857-PA
AT1G28590	AT1G28590.1	BGIOSGA012681-PA
AT1G28590	AT1G28590.1	BGIOSGA032856-PA
AT1G28590	AT1G28590.1	BGIOSGA012683-PA
AT1G28590	AT1G28590.1	BGIOSGA004110-PA
AT1G28590	AT1G28590.1	BGIOSGA023830-PA
AT5G38450	AT5G38450.1	BGIOSGA026947-PA
AT5G38450	AT5G38450.2	BGIOSGA026947-PA
AT5G38450	AT5G38450.1	BGIOSGA029789-PA
AT5G38450	AT5G38450.2	BGIOSGA029789-PA
AT3G49990	AT3G49990.1	
AT2G33793	AT2G33793.3	
AT2G33793	AT2G33793.1	
AT2G33793	AT2G33793.2	
AT5G19380	AT5G19380.2	BGIOSGA005196-PA
AT5G19380	AT5G19380.1	BGIOSGA005196-PA
AT1G79670	AT1G79670.1	BGIOSGA029600-PA
AT1G79670	AT1G79670.2	BGIOSGA029600-PA
AT4G14230	AT4G14230.1	BGIOSGA019818-PA
AT3G55580	AT3G55580.1	BGIOSGA017926-PA
AT3G55580	AT3G55580.1	BGIOSGA004794-PA
AT1G68170	AT1G68170.1	BGIOSGA016412-PA
AT1G68170	AT1G68170.2	BGIOSGA016412-PA
AT1G68170	AT1G68170.1	BGIOSGA017391-PA
AT1G68170	AT1G68170.2	BGIOSGA017391-PA
AT5G11660	AT5G11660.1	BGIOSGA001451-PA
AT4G14810	AT4G14810.1	
AT1G60080	AT1G60080.1	BGIOSGA034092-PA
AT5G17860	AT5G17860.2	BGIOSGA010289-PA
AT5G17860	AT5G17860.1	BGIOSGA010289-PA
AT5G17860	AT5G17860.2	BGIOSGA000388-PA
AT5G17860	AT5G17860.1	BGIOSGA000388-PA
AT5G17860	AT5G17860.2	BGIOSGA000387-PA
AT5G17860	AT5G17860.1	BGIOSGA000387-PA
AT5G17860	AT5G17860.2	BGIOSGA013241-PA
AT5G17860	AT5G17860.1	BGIOSGA013241-PA
AT5G17860	AT5G17860.2	BGIOSGA034643-PA
AT5G17860	AT5G17860.1	BGIOSGA034643-PA
AT5G17860	AT5G17860.2	BGIOSGA037830-PA
AT5G17860	AT5G17860.1	BGIOSGA037830-PA
AT5G17860	AT5G17860.2	BGIOSGA033007-PA
AT5G17860	AT5G17860.1	BGIOSGA033007-PA
AT2G44030	AT2G44030.1	BGIOSGA026373-PA
AT2G45650	AT2G45650.1	BGIOSGA009797-PA
AT2G45650	AT2G45650.1	BGIOSGA011213-PA
AT5G20620	AT5G20620.2	
AT5G20620	AT5G20620.1	
AT4G38080	AT4G38080.1	
AT4G08980	AT4G08980.5	BGIOSGA009083-PA
AT4G08980	AT4G08980.4	BGIOSGA009083-PA
AT4G08980	AT4G08980.1	BGIOSGA009083-PA
AT4G08980	AT4G08980.2	BGIOSGA009083-PA
AT4G08980	AT4G08980.3	BGIOSGA009083-PA
AT4G08980	AT4G08980.5	BGIOSGA021652-PA
AT4G08980	AT4G08980.4	BGIOSGA021652-PA
AT4G08980	AT4G08980.1	BGIOSGA021652-PA
AT4G08980	AT4G08980.2	BGIOSGA021652-PA
AT4G08980	AT4G08980.3	BGIOSGA021652-PA
AT2G28350	AT2G28350.2	
AT2G28350	AT2G28350.1	
AT3G03180	AT3G03180.3	BGIOSGA032123-PA
AT3G03180	AT3G03180.2	BGIOSGA032123-PA
AT3G03180	AT3G03180.1	BGIOSGA032123-PA
AT1G51240	AT1G51240.1	
AT5G10790	AT5G10790.2	
AT5G10790	AT5G10790.1	
AT5G07070	AT5G07070.1	BGIOSGA036907-PA
AT5G07070	AT5G07070.1	BGIOSGA020046-PA
AT5G07070	AT5G07070.1	BGIOSGA019635-PA
AT5G07070	AT5G07070.1	BGIOSGA004714-PA
AT5G07070	AT5G07070.1	BGIOSGA010774-PA
AT5G07070	AT5G07070.1	BGIOSGA007085-PA
AT5G07070	AT5G07070.1	BGIOSGA023715-PA
AT5G07070	AT5G07070.1	BGIOSGA034624-PA
AT5G07070	AT5G07070.1	BGIOSGA017870-PA
AT3G42786	AT3G42786.1	
AT3G25655	AT3G25655.1	
AT1G07130	AT1G07130.1	BGIOSGA010670-PA
AT4G08590	AT4G08590.4	BGIOSGA018998-PA
AT4G08590	AT4G08590.3	BGIOSGA018998-PA
AT4G08590	AT4G08590.6	BGIOSGA018998-PA
AT4G08590	AT4G08590.2	BGIOSGA018998-PA
AT4G08590	AT4G08590.5	BGIOSGA018998-PA
AT4G08590	AT4G08590.1	BGIOSGA018998-PA
AT4G08590	AT4G08590.4	BGIOSGA016078-PA
AT4G08590	AT4G08590.3	BGIOSGA016078-PA
AT4G08590	AT4G08590.6	BGIOSGA016078-PA
AT4G08590	AT4G08590.2	BGIOSGA016078-PA
AT4G08590	AT4G08590.5	BGIOSGA016078-PA
AT4G08590	AT4G08590.1	BGIOSGA016078-PA
AT4G08590	AT4G08590.4	BGIOSGA016079-PA
AT4G08590	AT4G08590.3	BGIOSGA016079-PA
AT4G08590	AT4G08590.6	BGIOSGA016079-PA
AT4G08590	AT4G08590.2	BGIOSGA016079-PA
AT4G08590	AT4G08590.5	BGIOSGA016079-PA
AT4G08590	AT4G08590.1	BGIOSGA016079-PA
AT2G44080	AT2G44080.1	
AT2G18400	AT2G18400.1	
AT5G40280	AT5G40280.1	BGIOSGA000861-PA
AT5G40280	AT5G40280.2	BGIOSGA000861-PA
AT3G44718	AT3G44718.1	
AT3G04010	AT3G04010.1	BGIOSGA025217-PA
AT3G04010	AT3G04010.1	BGIOSGA013242-PA
AT3G04010	AT3G04010.1	BGIOSGA013712-PA
AT4G15910	AT4G15910.1	
AT5G07380	AT5G07380.2	BGIOSGA002592-PA
AT5G07380	AT5G07380.4	BGIOSGA002592-PA
AT5G07380	AT5G07380.6	BGIOSGA002592-PA
AT5G07380	AT5G07380.5	BGIOSGA002592-PA
AT5G07380	AT5G07380.3	BGIOSGA002592-PA
AT5G07380	AT5G07380.1	BGIOSGA002592-PA
AT5G62320	AT5G62320.1	BGIOSGA030727-PA
AT5G62320	AT5G62320.1	BGIOSGA005676-PA
AT5G62320	AT5G62320.1	BGIOSGA022649-PA
AT5G62320	AT5G62320.1	BGIOSGA028709-PA
AT1G42525	AT1G42525.1	
AT1G42525	AT1G42525.2	
AT1G64355	AT1G64355.1	BGIOSGA017528-PA
AT1G64355	AT1G64355.3	BGIOSGA017528-PA
AT1G64355	AT1G64355.2	BGIOSGA017528-PA
AT3G02270	AT3G02270.1	BGIOSGA009264-PA
AT1G04820	AT1G04820.1	
AT1G71866	AT1G71866.2	
AT1G71866	AT1G71866.1	
AT1G33050	AT1G33050.4	
AT1G33050	AT1G33050.2	
AT1G33050	AT1G33050.6	
AT1G33050	AT1G33050.5	
AT1G33050	AT1G33050.3	
AT1G33050	AT1G33050.1	
AT3G42770	AT3G42770.1	BGIOSGA020286-PA
AT2G39210	AT2G39210.1	BGIOSGA013743-PA
AT2G39210	AT2G39210.1	BGIOSGA037867-PA
AT2G39210	AT2G39210.1	BGIOSGA035758-PA
AT2G39210	AT2G39210.1	BGIOSGA010046-PA
AT2G39210	AT2G39210.1	BGIOSGA025296-PA
AT2G39210	AT2G39210.1	BGIOSGA037398-PA
AT2G39210	AT2G39210.1	BGIOSGA032243-PA
AT5G23950	AT5G23950.2	BGIOSGA026476-PA
AT5G23950	AT5G23950.1	BGIOSGA026476-PA
AT5G23950	AT5G23950.2	BGIOSGA029234-PA
AT5G23950	AT5G23950.1	BGIOSGA029234-PA
AT5G45110	AT5G45110.1	BGIOSGA004522-PA
AT5G45110	AT5G45110.2	BGIOSGA004522-PA
AT5G45110	AT5G45110.1	BGIOSGA010095-PA
AT5G45110	AT5G45110.2	BGIOSGA010095-PA
AT2G47040	AT2G47040.1	BGIOSGA017221-PA
AT2G47040	AT2G47040.1	BGIOSGA014967-PA
AT2G47040	AT2G47040.1	BGIOSGA014965-PA
AT3G08650	AT3G08650.1	BGIOSGA018313-PA
AT3G08650	AT3G08650.2	BGIOSGA018313-PA
AT3G48231	AT3G48231.1	
AT2G28630	AT2G28630.2	BGIOSGA033118-PA
AT2G28630	AT2G28630.1	BGIOSGA033118-PA
AT2G03290	AT2G03290.1	BGIOSGA026198-PA
AT2G03290	AT2G03290.1	BGIOSGA010644-PA
AT3G61150	AT3G61150.1	BGIOSGA005852-PA
AT3G61150	AT3G61150.1	BGIOSGA029405-PA
AT3G61150	AT3G61150.1	BGIOSGA014527-PA
AT3G61150	AT3G61150.1	BGIOSGA028398-PA
AT3G61150	AT3G61150.1	BGIOSGA028396-PA
AT1G77810	AT1G77810.2	BGIOSGA029652-PA
AT1G77810	AT1G77810.1	BGIOSGA029652-PA
AT1G77810	AT1G77810.2	BGIOSGA006225-PA
AT1G77810	AT1G77810.1	BGIOSGA006225-PA
AT3G12970	AT3G12970.1	BGIOSGA020690-PA
AT3G12970	AT3G12970.1	BGIOSGA007607-PA
AT5G52990	AT5G52990.1	
AT5G44330	AT5G44330.1	
AT4G30930	AT4G30930.1	BGIOSGA017587-PA
AT1G16210	AT1G16210.1	BGIOSGA011777-PA
AT1G16210	AT1G16210.1	BGIOSGA016919-PA
AT3G61980	AT3G61980.1	
AT5G08530	AT5G08530.1	BGIOSGA026256-PA
AT2G39320	AT2G39320.1	
AT2G36200	AT2G36200.2	BGIOSGA026493-PA
AT2G36200	AT2G36200.1	BGIOSGA026493-PA
AT1G34580	AT1G34580.1	
AT1G34580	AT1G34580.2	
AT5G13970	AT5G13970.1	BGIOSGA016311-PA
AT1G02050	AT1G02050.1	BGIOSGA033154-PA
AT1G66500	AT1G66500.1	BGIOSGA027530-PA
AT5G56200	AT5G56200.1	BGIOSGA023948-PA
AT5G24830	AT5G24830.1	
AT4G09110	AT4G09110.1	
ATCG00590	ATCG00590.1	
AT3G15115	AT3G15115.1	
AT5G24530	AT5G24530.1	BGIOSGA033357-PA
AT5G24530	AT5G24530.1	BGIOSGA011553-PA
AT1G04030	AT1G04030.2	
AT1G04030	AT1G04030.1	
AT5G13360	AT5G13360.1	
AT5G13360	AT5G13360.2	
AT5G13360	AT5G13360.3	
AT3G33530	AT3G33530.1	BGIOSGA007484-PA
AT3G33530	AT3G33530.3	BGIOSGA007484-PA
AT3G33530	AT3G33530.2	BGIOSGA007484-PA
AT3G33530	AT3G33530.4	BGIOSGA007484-PA
AT3G33530	AT3G33530.5	BGIOSGA007484-PA
ATMG01275	ATMG01275.1	
AT4G03070	AT4G03070.1	
AT3G18210	AT3G18210.2	BGIOSGA003599-PA
AT3G18210	AT3G18210.1	BGIOSGA003599-PA
AT3G01410	AT3G01410.2	
AT3G01410	AT3G01410.1	
AT1G32480	AT1G32480.1	BGIOSGA014873-PA
AT1G32480	AT1G32480.1	BGIOSGA006128-PA
AT5G01230	AT5G01230.1	BGIOSGA023568-PA
AT5G01230	AT5G01230.2	BGIOSGA023568-PA
AT5G63080	AT5G63080.1	BGIOSGA003727-PA
AT1G29370	AT1G29370.2	BGIOSGA001073-PA
AT1G29370	AT1G29370.1	BGIOSGA001073-PA
AT1G29370	AT1G29370.2	BGIOSGA020374-PA
AT1G29370	AT1G29370.1	BGIOSGA020374-PA
AT1G29370	AT1G29370.2	BGIOSGA020438-PA
AT1G29370	AT1G29370.1	BGIOSGA020438-PA
AT5G10710	AT5G10710.3	
AT5G10710	AT5G10710.1	
AT5G10710	AT5G10710.2	
AT3G05720	AT3G05720.1	BGIOSGA003452-PA
AT3G05720	AT3G05720.2	BGIOSGA003452-PA
AT3G05320	AT3G05320.3	
AT3G05320	AT3G05320.2	
AT3G05320	AT3G05320.1	
AT2G21090	AT2G21090.1	
AT4G30500	AT4G30500.1	BGIOSGA005881-PA
AT5G48070	AT5G48070.1	
AT2G34140	AT2G34140.1	
AT1G18880	AT1G18880.1	BGIOSGA035755-PA
AT1G18880	AT1G18880.1	BGIOSGA010029-PA
AT1G18880	AT1G18880.1	BGIOSGA024681-PA
AT1G18880	AT1G18880.1	BGIOSGA035754-PA
AT5G61570	AT5G61570.1	BGIOSGA014602-PA
AT5G61570	AT5G61570.2	BGIOSGA014602-PA
AT5G61570	AT5G61570.1	BGIOSGA005912-PA
AT5G61570	AT5G61570.2	BGIOSGA005912-PA
AT1G50740	AT1G50740.1	BGIOSGA013024-PA
AT1G50740	AT1G50740.1	BGIOSGA025817-PA
AT1G50740	AT1G50740.1	BGIOSGA010413-PA
AT5G58780	AT5G58780.1	BGIOSGA000462-PA
AT2G05642	AT2G05642.1	
AT3G47110	AT3G47110.1	BGIOSGA040699-PA
AT3G31350	AT3G31350.1	
AT3G11430	AT3G11430.1	BGIOSGA019979-PA
AT3G56210	AT3G56210.2	BGIOSGA013267-PA
AT3G56210	AT3G56210.5	BGIOSGA013267-PA
AT3G56210	AT3G56210.4	BGIOSGA013267-PA
AT3G56210	AT3G56210.1	BGIOSGA013267-PA
AT2G45450	AT2G45450.1	
AT2G26695	AT2G26695.1	BGIOSGA021962-PA
AT2G26695	AT2G26695.2	BGIOSGA021962-PA
AT2G26695	AT2G26695.1	BGIOSGA006914-PA
AT2G26695	AT2G26695.2	BGIOSGA006914-PA
AT2G26695	AT2G26695.1	BGIOSGA003750-PA
AT2G26695	AT2G26695.2	BGIOSGA003750-PA
AT1G02580	AT1G02580.1	BGIOSGA010882-PA
AT1G02580	AT1G02580.2	BGIOSGA010882-PA
AT5G03540	AT5G03540.2	
AT5G03540	AT5G03540.3	
AT5G03540	AT5G03540.1	
AT1G58220	AT1G58220.1	BGIOSGA006275-PA
AT1G58220	AT1G58220.2	BGIOSGA006275-PA
AT4G10520	AT4G10520.1	
AT3G04290	AT3G04290.1	BGIOSGA029214-PA
AT3G04290	AT3G04290.1	BGIOSGA005366-PA
AT3G04290	AT3G04290.1	BGIOSGA033087-PA
AT2G34325	AT2G34325.1	
AT1G07350	AT1G07350.1	BGIOSGA011051-PA
AT1G07350	AT1G07350.6	BGIOSGA011051-PA
AT1G07350	AT1G07350.4	BGIOSGA011051-PA
AT1G07350	AT1G07350.5	BGIOSGA011051-PA
AT1G07350	AT1G07350.3	BGIOSGA011051-PA
AT1G07350	AT1G07350.2	BGIOSGA011051-PA
AT5G63960	AT5G63960.1	BGIOSGA034374-PA
AT5G63960	AT5G63960.2	BGIOSGA034374-PA
AT5G63960	AT5G63960.1	BGIOSGA034372-PA
AT5G63960	AT5G63960.2	BGIOSGA034372-PA
AT4G36490	AT4G36490.1	BGIOSGA008122-PA
AT4G36490	AT4G36490.1	BGIOSGA008123-PA
AT4G36490	AT4G36490.1	BGIOSGA007180-PA
AT5G57810	AT5G57810.1	
AT2G16005	AT2G16005.1	
AT5G08040	AT5G08040.1	
AT4G20340	AT4G20340.2	BGIOSGA036657-PA
AT4G20340	AT4G20340.3	BGIOSGA036657-PA
AT4G20340	AT4G20340.1	BGIOSGA036657-PA
AT4G20340	AT4G20340.2	BGIOSGA034749-PA
AT4G20340	AT4G20340.3	BGIOSGA034749-PA
AT4G20340	AT4G20340.1	BGIOSGA034749-PA
AT4G39340	AT4G39340.1	BGIOSGA003140-PA
AT4G33330	AT4G33330.5	BGIOSGA011996-PA
AT4G33330	AT4G33330.4	BGIOSGA011996-PA
AT4G33330	AT4G33330.3	BGIOSGA011996-PA
AT4G33330	AT4G33330.2	BGIOSGA011996-PA
AT4G33330	AT4G33330.1	BGIOSGA011996-PA
AT5G49900	AT5G49900.3	BGIOSGA035060-PA
AT5G49900	AT5G49900.2	BGIOSGA035060-PA
AT5G49900	AT5G49900.1	BGIOSGA035060-PA
AT3G11150	AT3G11150.2	BGIOSGA000553-PA
AT3G11150	AT3G11150.1	BGIOSGA000553-PA
AT2G29790	AT2G29790.1	
AT2G29790	AT2G29790.3	
AT2G29790	AT2G29790.2	
AT3G03540	AT3G03540.1	BGIOSGA013962-PA
AT3G03540	AT3G03540.1	BGIOSGA029456-PA
AT1G06950	AT1G06950.1	BGIOSGA031636-PA
AT4G14250	AT4G14250.1	BGIOSGA017332-PA
AT4G17050	AT4G17050.1	BGIOSGA025741-PA
AT3G09940	AT3G09940.2	BGIOSGA029182-PA
AT3G09940	AT3G09940.1	BGIOSGA029182-PA
ATMG00480	ATMG00480.1	
AT3G51860	AT3G51860.1	BGIOSGA001422-PA
AT3G51860	AT3G51860.2	BGIOSGA001422-PA
AT3G51860	AT3G51860.1	BGIOSGA017444-PA
AT3G51860	AT3G51860.2	BGIOSGA017444-PA
AT5G65609	AT5G65609.1	
AT2G07734	AT2G07734.1	
AT5G02320	AT5G02320.1	
AT5G02320	AT5G02320.3	
AT5G02320	AT5G02320.2	
AT4G09840	AT4G09840.1	
AT4G09840	AT4G09840.2	
AT5G66400	AT5G66400.2	
AT5G66400	AT5G66400.1	
AT5G46960	AT5G46960.1	
AT5G11425	AT5G11425.1	
AT1G19200	AT1G19200.1	
AT1G19200	AT1G19200.2	
AT5G36460	AT5G36460.1	
AT5G11030	AT5G11030.4	BGIOSGA027260-PA
AT5G11030	AT5G11030.5	BGIOSGA027260-PA
AT5G11030	AT5G11030.2	BGIOSGA027260-PA
AT5G11030	AT5G11030.8	BGIOSGA027260-PA
AT5G11030	AT5G11030.7	BGIOSGA027260-PA
AT5G11030	AT5G11030.1	BGIOSGA027260-PA
AT5G11030	AT5G11030.6	BGIOSGA027260-PA
AT5G11030	AT5G11030.3	BGIOSGA027260-PA
AT5G11030	AT5G11030.9	BGIOSGA027260-PA
AT2G03880	AT2G03880.1	BGIOSGA022903-PA
AT2G20784	AT2G20784.1	
AT4G17190	AT4G17190.3	BGIOSGA014192-PA
AT4G17190	AT4G17190.1	BGIOSGA014192-PA
AT4G17190	AT4G17190.2	BGIOSGA014192-PA
AT4G17190	AT4G17190.3	BGIOSGA000974-PA
AT4G17190	AT4G17190.1	BGIOSGA000974-PA
AT4G17190	AT4G17190.2	BGIOSGA000974-PA
AT4G17190	AT4G17190.3	BGIOSGA014188-PA
AT4G17190	AT4G17190.1	BGIOSGA014188-PA
AT4G17190	AT4G17190.2	BGIOSGA014188-PA
AT4G17190	AT4G17190.3	BGIOSGA014190-PA
AT4G17190	AT4G17190.1	BGIOSGA014190-PA
AT4G17190	AT4G17190.2	BGIOSGA014190-PA
AT4G17190	AT4G17190.3	BGIOSGA004282-PA
AT4G17190	AT4G17190.1	BGIOSGA004282-PA
AT4G17190	AT4G17190.2	BGIOSGA004282-PA
AT4G17190	AT4G17190.3	BGIOSGA017637-PA
AT4G17190	AT4G17190.1	BGIOSGA017637-PA
AT4G17190	AT4G17190.2	BGIOSGA017637-PA
AT4G34100	AT4G34100.1	BGIOSGA020814-PA
AT4G34100	AT4G34100.2	BGIOSGA020814-PA
AT4G03180	AT4G03180.2	
AT4G03180	AT4G03180.1	
AT5G48090	AT5G48090.3	BGIOSGA038474-PA
AT5G48090	AT5G48090.1	BGIOSGA038474-PA
AT5G48090	AT5G48090.2	BGIOSGA038474-PA
ATMG00320	ATMG00320.1	
AT5G01320	AT5G01320.1	BGIOSGA026444-PA
AT5G01320	AT5G01320.1	BGIOSGA002345-PA
AT5G01320	AT5G01320.1	BGIOSGA020022-PA
AT5G01320	AT5G01320.1	BGIOSGA010938-PA
AT5G01320	AT5G01320.1	BGIOSGA020021-PA
