Gene stable ID	Transcript stable ID	Medicago truncatula protein or transcript stable ID
AT1G17970	AT1G17970.1	AET05501
AT5G64510	AT5G64510.1	KEH32707
AT5G64510	AT5G64510.1	AES63596
AT5G66910	AT5G66910.1	KEH20509
AT1G13920	AT1G13920.1	AES96968
AT1G13920	AT1G13920.7	AES96968
AT1G13920	AT1G13920.5	AES96968
AT1G13920	AT1G13920.2	AES96968
AT1G13920	AT1G13920.4	AES96968
AT1G13920	AT1G13920.6	AES96968
AT1G13920	AT1G13920.3	AES96968
AT1G13920	AT1G13920.1	AES89982
AT1G13920	AT1G13920.7	AES89982
AT1G13920	AT1G13920.5	AES89982
AT1G13920	AT1G13920.2	AES89982
AT1G13920	AT1G13920.4	AES89982
AT1G13920	AT1G13920.6	AES89982
AT1G13920	AT1G13920.3	AES89982
AT5G54950	AT5G54950.1	
AT5G19480	AT5G19480.3	KEH18711
AT5G19480	AT5G19480.2	KEH18711
AT5G19480	AT5G19480.1	KEH18711
AT5G19480	AT5G19480.4	KEH18711
AT5G54920	AT5G54920.1	AES70310
AT5G54920	AT5G54920.2	AES70310
AT3G48780	AT3G48780.2	KEH25646
AT3G48780	AT3G48780.1	KEH25646
AT3G57630	AT3G57630.2	KEH41607
AT3G57630	AT3G57630.3	KEH41607
AT3G57630	AT3G57630.1	KEH41607
AT4G08250	AT4G08250.1	AES71327
AT4G08250	AT4G08250.1	AES97716
AT4G11800	AT4G11800.1	KEH40052
AT1G20020	AT1G20020.2	
AT1G20020	AT1G20020.1	
AT1G20020	AT1G20020.3	
AT2G04420	AT2G04420.1	
AT1G18090	AT1G18090.2	KEH16709
AT1G18090	AT1G18090.1	KEH16709
AT3G30387	AT3G30387.1	
AT2G42510	AT2G42510.2	AES63082
AT2G42510	AT2G42510.1	AES63082
AT2G42510	AT2G42510.5	AES63082
AT2G42510	AT2G42510.3	AES63082
AT2G42510	AT2G42510.4	AES63082
AT2G42510	AT2G42510.6	AES63082
AT4G11950	AT4G11950.1	AES68616
AT2G30310	AT2G30310.1	AES98896
AT2G30310	AT2G30310.1	AES98894
AT1G13000	AT1G13000.3	KEH20772
AT1G13000	AT1G13000.2	KEH20772
AT1G13000	AT1G13000.5	KEH20772
AT1G13000	AT1G13000.4	KEH20772
AT1G13000	AT1G13000.1	KEH20772
AT1G13000	AT1G13000.3	KEH20773
AT1G13000	AT1G13000.2	KEH20773
AT1G13000	AT1G13000.5	KEH20773
AT1G13000	AT1G13000.4	KEH20773
AT1G13000	AT1G13000.1	KEH20773
AT1G13000	AT1G13000.3	AES72153
AT1G13000	AT1G13000.2	AES72153
AT1G13000	AT1G13000.5	AES72153
AT1G13000	AT1G13000.4	AES72153
AT1G13000	AT1G13000.1	AES72153
AT5G57510	AT5G57510.1	AES92343
AT1G80900	AT1G80900.2	KEH39656
AT1G80900	AT1G80900.1	KEH39656
AT2G04810	AT2G04810.1	
AT4G14300	AT4G14300.1	KEH35846
AT4G14300	AT4G14300.2	KEH35846
AT1G52600	AT1G52600.1	AES68130
AT2G03931	AT2G03931.1	
AT5G53340	AT5G53340.1	AES72420
AT5G53340	AT5G53340.2	AES72420
AT1G65260	AT1G65260.1	AES89028
AT1G65260	AT1G65260.2	AES89028
AT5G58220	AT5G58220.3	KEH18071
AT5G58220	AT5G58220.2	KEH18071
AT5G58220	AT5G58220.1	KEH18071
AT2G27420	AT2G27420.1	AES64016
AT2G27420	AT2G27420.1	KEH38241
AT2G27420	AT2G27420.1	KEH38319
AT2G27420	AT2G27420.1	AES64014
AT2G27420	AT2G27420.1	KEH38302
AT2G27420	AT2G27420.1	KEH38268
AT5G46650	AT5G46650.1	
AT3G50808	AT3G50808.1	
AT2G07644	AT2G07644.1	
AT5G15430	AT5G15430.2	KEH25033
AT5G15430	AT5G15430.1	KEH25033
AT5G15430	AT5G15430.2	AES77572
AT5G15430	AT5G15430.1	AES77572
AT5G07650	AT5G07650.1	KEH31966
AT5G07650	AT5G07650.2	KEH31966
AT5G07650	AT5G07650.1	KEH33431
AT5G07650	AT5G07650.2	KEH33431
AT4G37120	AT4G37120.1	
AT5G23910	AT5G23910.1	
AT5G23910	AT5G23910.2	
AT3G09870	AT3G09870.1	
AT2G34740	AT2G34740.2	KEH31344
AT2G34740	AT2G34740.1	KEH31344
AT2G34740	AT2G34740.3	KEH31344
AT1G33610	AT1G33610.1	AES68507
AT1G49435	AT1G49435.1	
AT1G61940	AT1G61940.1	AET03927
AT1G61940	AT1G61940.2	AET03927
AT1G61940	AT1G61940.1	AET03928
AT1G61940	AT1G61940.2	AET03928
AT1G61940	AT1G61940.1	KEH20443
AT1G61940	AT1G61940.2	KEH20443
AT1G77470	AT1G77470.1	AES72290
AT5G67200	AT5G67200.1	KEH31469
AT5G41690	AT5G41690.1	KEH40855
AT5G41690	AT5G41690.3	KEH40855
AT5G41690	AT5G41690.2	KEH40855
AT4G15530	AT4G15530.7	AES91735
AT4G15530	AT4G15530.1	AES91735
AT4G15530	AT4G15530.2	AES91735
AT4G15530	AT4G15530.6	AES91735
AT4G15530	AT4G15530.4	AES91735
AT4G15530	AT4G15530.3	AES91735
AT4G15530	AT4G15530.5	AES91735
AT4G15530	AT4G15530.7	KEH32262
AT4G15530	AT4G15530.1	KEH32262
AT4G15530	AT4G15530.2	KEH32262
AT4G15530	AT4G15530.6	KEH32262
AT4G15530	AT4G15530.4	KEH32262
AT4G15530	AT4G15530.3	KEH32262
AT4G15530	AT4G15530.5	KEH32262
AT1G12200	AT1G12200.2	AES94229
AT1G12200	AT1G12200.1	AES94229
AT5G42450	AT5G42450.2	KEH32946
AT5G42450	AT5G42450.1	KEH32946
AT5G17270	AT5G17270.1	AES72949
AT5G17270	AT5G17270.2	AES72949
AT3G06170	AT3G06170.1	KEH36756
AT1G02950	AT1G02950.5	
AT1G02950	AT1G02950.2	
AT1G02950	AT1G02950.3	
AT1G02950	AT1G02950.1	
AT1G02950	AT1G02950.4	
AT3G07540	AT3G07540.1	
AT2G19950	AT2G19950.1	KEH27187
AT2G19950	AT2G19950.2	KEH27187
AT1G57870	AT1G57870.1	AES63160
AT1G57870	AT1G57870.4	AES63160
AT1G57870	AT1G57870.3	AES63160
AT1G57870	AT1G57870.2	AES63160
AT5G47350	AT5G47350.1	
AT3G61600	AT3G61600.1	KEH18741
AT3G61600	AT3G61600.2	KEH18741
AT2G29679	AT2G29679.1	
AT5G55135	AT5G55135.1	
AT1G56020	AT1G56020.1	
AT5G53740	AT5G53740.1	
AT1G71240	AT1G71240.1	AES63308
AT1G71240	AT1G71240.2	AES63308
AT1G71240	AT1G71240.3	AES63308
AT5G45010	AT5G45010.1	KEH35045
AT3G25597	AT3G25597.1	KEH20219
AT1G12411	AT1G12411.1	
AT3G54340	AT3G54340.1	AES73972
AT1G10870	AT1G10870.2	KEH30545
AT1G10870	AT1G10870.1	KEH30545
AT1G55210	AT1G55210.1	KEH28829
AT1G55210	AT1G55210.2	KEH28829
AT1G55210	AT1G55210.1	AES86702
AT1G55210	AT1G55210.2	AES86702
AT1G55210	AT1G55210.1	KEH28824
AT1G55210	AT1G55210.2	KEH28824
AT1G55210	AT1G55210.1	KEH28830
AT1G55210	AT1G55210.2	KEH28830
AT1G55210	AT1G55210.1	KEH28825
AT1G55210	AT1G55210.2	KEH28825
AT1G55210	AT1G55210.1	AES79620
AT1G55210	AT1G55210.2	AES79620
AT1G55210	AT1G55210.1	KEH28827
AT1G55210	AT1G55210.2	KEH28827
AT1G55210	AT1G55210.1	KEH28826
AT1G55210	AT1G55210.2	KEH28826
AT1G55210	AT1G55210.1	KEH28831
AT1G55210	AT1G55210.2	KEH28831
AT1G55210	AT1G55210.1	KEH28836
AT1G55210	AT1G55210.2	KEH28836
AT1G55210	AT1G55210.1	KEH28822
AT1G55210	AT1G55210.2	KEH28822
AT1G55210	AT1G55210.1	KEH15925
AT1G55210	AT1G55210.2	KEH15925
AT3G04520	AT3G04520.3	AES61224
AT3G04520	AT3G04520.2	AES61224
AT3G04520	AT3G04520.1	AES61224
AT3G04520	AT3G04520.3	KEH24599
AT3G04520	AT3G04520.2	KEH24599
AT3G04520	AT3G04520.1	KEH24599
AT2G21630	AT2G21630.1	KEH26314
AT2G21630	AT2G21630.1	KEH26313
AT2G21630	AT2G21630.1	AET01330
AT2G21630	AT2G21630.1	KEH26312
AT4G35800	AT4G35800.2	AES95214
AT4G35800	AT4G35800.1	AES95214
AT5G63420	AT5G63420.1	AES91056
AT5G63420	AT5G63420.1	AES72341
AT3G59220	AT3G59220.1	KEH21459
AT5G59100	AT5G59100.1	
AT5G63310	AT5G63310.1	AES91081
AT3G14170	AT3G14170.1	KEH16931
AT3G14170	AT3G14170.2	KEH16931
AT3G14170	AT3G14170.1	KEH17037
AT3G14170	AT3G14170.2	KEH17037
AT1G29730	AT1G29730.4	
AT1G29730	AT1G29730.1	
AT1G29730	AT1G29730.3	
AT1G29730	AT1G29730.2	
AT5G18140	AT5G18140.1	KEH23525
AT3G15080	AT3G15080.1	KEH38663
AT3G16730	AT3G16730.1	KEH37215
AT2G14560	AT2G14560.3	AES59118
AT2G14560	AT2G14560.1	AES59118
AT2G14560	AT2G14560.2	AES59118
AT2G14560	AT2G14560.4	AES59118
AT2G14560	AT2G14560.3	AES79753
AT2G14560	AT2G14560.1	AES79753
AT2G14560	AT2G14560.2	AES79753
AT2G14560	AT2G14560.4	AES79753
AT2G14560	AT2G14560.3	AES79715
AT2G14560	AT2G14560.1	AES79715
AT2G14560	AT2G14560.2	AES79715
AT2G14560	AT2G14560.4	AES79715
AT2G14560	AT2G14560.3	AES59121
AT2G14560	AT2G14560.1	AES59121
AT2G14560	AT2G14560.2	AES59121
AT2G14560	AT2G14560.4	AES59121
AT2G14560	AT2G14560.3	AES87550
AT2G14560	AT2G14560.1	AES87550
AT2G14560	AT2G14560.2	AES87550
AT2G14560	AT2G14560.4	AES87550
AT2G14560	AT2G14560.3	AES79755
AT2G14560	AT2G14560.1	AES79755
AT2G14560	AT2G14560.2	AES79755
AT2G14560	AT2G14560.4	AES79755
AT2G14560	AT2G14560.3	AES79757
AT2G14560	AT2G14560.1	AES79757
AT2G14560	AT2G14560.2	AES79757
AT2G14560	AT2G14560.4	AES79757
AT2G14560	AT2G14560.3	AES79762
AT2G14560	AT2G14560.1	AES79762
AT2G14560	AT2G14560.2	AES79762
AT2G14560	AT2G14560.4	AES79762
AT2G14560	AT2G14560.3	AES79764
AT2G14560	AT2G14560.1	AES79764
AT2G14560	AT2G14560.2	AES79764
AT2G14560	AT2G14560.4	AES79764
AT1G05080	AT1G05080.1	AET01499
AT1G05080	AT1G05080.1	KEH19814
AT1G05080	AT1G05080.1	KEH20275
AT1G05080	AT1G05080.1	AES87346
AT1G05080	AT1G05080.1	KEH19422
AT1G05080	AT1G05080.1	AET01494
AT1G05080	AT1G05080.1	AET03066
AT1G05080	AT1G05080.1	KEH19804
AT1G05080	AT1G05080.1	AES66954
AT1G05080	AT1G05080.1	KEH19807
AT1G05080	AT1G05080.1	KEH19756
AT1G05080	AT1G05080.1	AES87345
AT1G05080	AT1G05080.1	AET03049
AT1G05080	AT1G05080.1	KEH19421
AT1G05080	AT1G05080.1	AET03063
AT1G05080	AT1G05080.1	AET03042
AT1G05080	AT1G05080.1	AET03065
AT1G05080	AT1G05080.1	KEH19250
AT1G05080	AT1G05080.1	AET01505
AT1G05080	AT1G05080.1	KEH19755
AT1G05080	AT1G05080.1	KEH19827
AT1G05080	AT1G05080.1	AES95082
AT1G05080	AT1G05080.1	AET03911
AT1G05080	AT1G05080.1	AET00520
AT1G05080	AT1G05080.1	AES88166
AT1G05080	AT1G05080.1	AES87731
AT1G05080	AT1G05080.1	KEH29096
AT1G05080	AT1G05080.1	AET01504
AT2G18340	AT2G18340.2	
AT2G18340	AT2G18340.1	
AT2G18340	AT2G18340.3	
AT1G30840	AT1G30840.2	KEH37325
AT1G30840	AT1G30840.1	KEH37325
AT1G30840	AT1G30840.2	KEH37326
AT1G30840	AT1G30840.1	KEH37326
AT1G52630	AT1G52630.1	KEH28694
AT1G52630	AT1G52630.2	KEH28694
AT5G57960	AT5G57960.1	AES59578
AT5G57960	AT5G57960.2	AES59578
AT2G12875	AT2G12875.1	
AT5G10800	AT5G10800.2	AET03427
AT5G10800	AT5G10800.3	AET03427
AT5G10800	AT5G10800.1	AET03427
AT1G80470	AT1G80470.1	AES66469
AT5G44567	AT5G44567.1	
AT3G54650	AT3G54650.1	KEH42619
AT3G42960	AT3G42960.1	AES89687
AT2G22400	AT2G22400.1	AES72179
AT2G22400	AT2G22400.1	KEH20796
AT5G08055	AT5G08055.1	
AT3G27000	AT3G27000.1	KEH21939
AT4G25270	AT4G25270.1	KEH34558
AT5G37870	AT5G37870.1	AES78077
AT5G37870	AT5G37870.1	AES99083
AT5G37870	AT5G37870.1	AES99097
AT5G37870	AT5G37870.1	AES65367
AT5G37870	AT5G37870.1	AES98351
AT5G37870	AT5G37870.1	AES99123
AT5G37870	AT5G37870.1	AES99114
AT5G37870	AT5G37870.1	AES65368
AT5G37870	AT5G37870.1	KEH41209
AT5G37870	AT5G37870.1	KEH23716
AT5G37870	AT5G37870.1	AES99109
AT5G37870	AT5G37870.1	KEH28223
AT5G37870	AT5G37870.1	AES99099
AT5G37870	AT5G37870.1	KEH41205
AT5G37870	AT5G37870.1	KEH31317
AT5G37870	AT5G37870.1	AES97879
AT2G44810	AT2G44810.1	AES80530
AT2G44810	AT2G44810.2	AES80530
AT2G44810	AT2G44810.1	KEH23433
AT2G44810	AT2G44810.2	KEH23433
AT2G47970	AT2G47970.2	KEH24350
AT2G47970	AT2G47970.1	KEH24350
AT1G01080	AT1G01080.2	AES82825
AT1G01080	AT1G01080.3	AES82825
AT1G01080	AT1G01080.1	AES82825
AT5G18800	AT5G18800.2	AET02156
AT5G18800	AT5G18800.1	AET02156
AT4G30040	AT4G30040.1	
AT1G73210	AT1G73210.3	KEH26661
AT1G73210	AT1G73210.2	KEH26661
AT1G73210	AT1G73210.1	KEH26661
AT1G73210	AT1G73210.3	KEH42873
AT1G73210	AT1G73210.2	KEH42873
AT1G73210	AT1G73210.1	KEH42873
AT4G27630	AT4G27630.7	AES93607
AT4G27630	AT4G27630.2	AES93607
AT4G27630	AT4G27630.5	AES93607
AT4G27630	AT4G27630.6	AES93607
AT4G27630	AT4G27630.4	AES93607
AT4G27630	AT4G27630.1	AES93607
AT4G27630	AT4G27630.3	AES93607
AT1G48730	AT1G48730.1	
AT1G55740	AT1G55740.1	AET00866
AT3G06860	AT3G06860.1	AES91892
AT4G17240	AT4G17240.1	AES64529
AT4G17240	AT4G17240.2	AES64529
AT1G10180	AT1G10180.1	AES90070
AT4G24270	AT4G24270.3	KEH18311
AT4G24270	AT4G24270.4	KEH18311
AT4G24270	AT4G24270.1	KEH18311
AT4G24270	AT4G24270.2	KEH18311
AT1G53790	AT1G53790.1	AET00953
AT1G53790	AT1G53790.3	AET00953
AT1G53790	AT1G53790.2	AET00953
AT3G24870	AT3G24870.2	KEH22723
AT3G24870	AT3G24870.3	KEH22723
AT3G24870	AT3G24870.1	KEH22723
AT3G24870	AT3G24870.4	KEH22723
AT1G07175	AT1G07175.1	
AT1G07175	AT1G07175.2	
AT5G28235	AT5G28235.1	
AT5G50665	AT5G50665.4	
AT5G50665	AT5G50665.1	
AT5G50665	AT5G50665.6	
AT5G50665	AT5G50665.3	
AT5G50665	AT5G50665.2	
AT5G50665	AT5G50665.5	
AT5G43310	AT5G43310.5	KEH41075
AT5G43310	AT5G43310.2	KEH41075
AT5G43310	AT5G43310.4	KEH41075
AT5G43310	AT5G43310.1	KEH41075
AT5G43310	AT5G43310.3	KEH41075
AT5G43310	AT5G43310.5	AES61088
AT5G43310	AT5G43310.2	AES61088
AT5G43310	AT5G43310.4	AES61088
AT5G43310	AT5G43310.1	AES61088
AT5G43310	AT5G43310.3	AES61088
AT1G08990	AT1G08990.1	AES82516
AT1G08990	AT1G08990.1	AES61358
AT3G55180	AT3G55180.1	KEH44505
AT2G48080	AT2G48080.1	KEH23703
AT2G48080	AT2G48080.1	KEH43288
AT4G24310	AT4G24310.1	
AT1G59850	AT1G59850.1	AES96419
AT1G62421	AT1G62421.1	
AT5G07670	AT5G07670.1	KEH29445
AT5G07670	AT5G07670.1	KEH32853
AT1G65130	AT1G65130.2	
AT1G65130	AT1G65130.1	
AT1G65130	AT1G65130.3	
AT1G65130	AT1G65130.5	
AT1G65130	AT1G65130.4	
AT5G57940	AT5G57940.1	AES92511
AT5G57940	AT5G57940.3	AES92511
AT5G57940	AT5G57940.2	AES92511
AT5G07490	AT5G07490.1	AES61899
AT4G14713	AT4G14713.5	KEH43801
AT4G14713	AT4G14713.2	KEH43801
AT4G14713	AT4G14713.4	KEH43801
AT4G14713	AT4G14713.1	KEH43801
AT4G14713	AT4G14713.3	KEH43801
AT3G19970	AT3G19970.4	KEH44417
AT3G19970	AT3G19970.1	KEH44417
AT3G19970	AT3G19970.3	KEH44417
AT3G19970	AT3G19970.5	KEH44417
AT3G19970	AT3G19970.2	KEH44417
AT4G01690	AT4G01690.1	KEH43181
AT4G01690	AT4G01690.2	KEH43181
AT5G40980	AT5G40980.1	KEH21990
AT4G25420	AT4G25420.2	KEH19017
AT4G25420	AT4G25420.1	KEH19017
AT4G25420	AT4G25420.2	KEH26558
AT4G25420	AT4G25420.1	KEH26558
AT4G25420	AT4G25420.2	AES62614
AT4G25420	AT4G25420.1	AES62614
AT2G24690	AT2G24690.1	
AT2G24690	AT2G24690.2	
AT3G18518	AT3G18518.1	
AT1G62900	AT1G62900.1	
AT4G19960	AT4G19960.3	
AT4G19960	AT4G19960.1	
AT4G19960	AT4G19960.4	
AT4G19960	AT4G19960.2	
AT1G63205	AT1G63205.1	
AT5G38620	AT5G38620.1	
AT4G35785	AT4G35785.3	AES95218
AT4G35785	AT4G35785.2	AES95218
AT4G35785	AT4G35785.4	AES95218
AT4G35785	AT4G35785.5	AES95218
AT4G35785	AT4G35785.6	AES95218
AT4G35785	AT4G35785.1	AES95218
AT4G35785	AT4G35785.3	AET03703
AT4G35785	AT4G35785.2	AET03703
AT4G35785	AT4G35785.4	AET03703
AT4G35785	AT4G35785.5	AET03703
AT4G35785	AT4G35785.6	AET03703
AT4G35785	AT4G35785.1	AET03703
AT3G11700	AT3G11700.1	KEH24284
AT4G02090	AT4G02090.1	AES61670
AT4G02090	AT4G02090.1	AES82176
AT2G41930	AT2G41930.1	
AT1G56060	AT1G56060.2	
AT1G56060	AT1G56060.1	
AT5G15790	AT5G15790.2	KEH25150
AT5G15790	AT5G15790.5	KEH25150
AT5G15790	AT5G15790.4	KEH25150
AT5G15790	AT5G15790.1	KEH25150
AT5G15790	AT5G15790.3	KEH25150
AT5G15790	AT5G15790.2	AES77758
AT5G15790	AT5G15790.5	AES77758
AT5G15790	AT5G15790.4	AES77758
AT5G15790	AT5G15790.1	AES77758
AT5G15790	AT5G15790.3	AES77758
AT5G60970	AT5G60970.1	KEH25066
AT5G60970	AT5G60970.1	KEH21680
AT4G19090	AT4G19090.1	
AT2G41400	AT2G41400.1	
AT5G32470	AT5G32470.1	AES61241
AT3G62300	AT3G62300.1	
AT3G62300	AT3G62300.2	
AT2G36840	AT2G36840.1	AES81919
AT2G36840	AT2G36840.1	KEH42165
AT3G03480	AT3G03480.1	AES82604
AT3G03480	AT3G03480.1	AES82606
AT3G03480	AT3G03480.1	AES61291
AT3G03480	AT3G03480.1	KEH15838
AT3G03480	AT3G03480.1	KEH33832
AT3G03480	AT3G03480.1	AES82602
AT3G03480	AT3G03480.1	AES82596
AT3G03480	AT3G03480.1	AES82607
AT3G03480	AT3G03480.1	AES82600
AT3G03480	AT3G03480.1	AES82601
AT3G03480	AT3G03480.1	AES82603
AT3G03480	AT3G03480.1	AES99112
AT3G48131	AT3G48131.1	
AT5G43890	AT5G43890.1	AES81674
AT5G43890	AT5G43890.1	KEH42432
AT2G41550	AT2G41550.1	
AT5G26955	AT5G26955.1	
AT2G46140	AT2G46140.1	
AT2G04840	AT2G04840.1	
AT1G10490	AT1G10490.1	AET04599
AT1G10490	AT1G10490.2	AET04599
AT1G10490	AT1G10490.1	AES64635
AT1G10490	AT1G10490.2	AES64635
AT5G02870	AT5G02870.1	AES60419
AT5G02870	AT5G02870.2	AES60419
AT5G02870	AT5G02870.1	AES95407
AT5G02870	AT5G02870.2	AES95407
AT5G02870	AT5G02870.1	KEH42294
AT5G02870	AT5G02870.2	KEH42294
AT4G31390	AT4G31390.3	KEH39768
AT4G31390	AT4G31390.2	KEH39768
AT4G31390	AT4G31390.1	KEH39768
AT4G21700	AT4G21700.1	AES63824
AT1G78260	AT1G78260.2	AES98089
AT1G78260	AT1G78260.1	AES98089
AT2G02990	AT2G02990.1	AES96747
AT2G02990	AT2G02990.1	AES96749
AT1G09880	AT1G09880.4	AES73958
AT1G09880	AT1G09880.2	AES73958
AT1G09880	AT1G09880.3	AES73958
AT1G09880	AT1G09880.1	AES73958
AT2G19130	AT2G19130.1	AES67331
AT2G19130	AT2G19130.1	KEH16197
AT2G19130	AT2G19130.1	AES67324
AT2G10535	AT2G10535.1	
AT2G22880	AT2G22880.1	
AT5G47750	AT5G47750.1	AES64572
AT3G47600	AT3G47600.1	
AT3G47600	AT3G47600.2	
AT5G50760	AT5G50760.1	KEH20999
AT5G50760	AT5G50760.1	KEH20995
AT5G13630	AT5G13630.2	
AT5G13630	AT5G13630.1	
AT3G14060	AT3G14060.1	KEH18481
AT5G44090	AT5G44090.2	
AT5G44090	AT5G44090.1	
AT3G61680	AT3G61680.2	AES82783
AT3G61680	AT3G61680.1	AES82783
AT3G61680	AT3G61680.3	AES82783
AT3G10590	AT3G10590.1	AES99029
AT3G10590	AT3G10590.1	AES99026
AT2G34080	AT2G34080.1	AES64016
AT2G34080	AT2G34080.1	KEH38241
AT2G34080	AT2G34080.1	KEH38319
AT2G34080	AT2G34080.1	AES64014
AT2G34080	AT2G34080.1	KEH38302
AT2G34080	AT2G34080.1	KEH38268
AT1G59630	AT1G59630.1	
AT5G46740	AT5G46740.1	KEH25397
AT5G46740	AT5G46740.2	KEH25397
AT5G46740	AT5G46740.1	KEH27708
AT5G46740	AT5G46740.2	KEH27708
AT5G46740	AT5G46740.1	KEH25396
AT5G46740	AT5G46740.2	KEH25396
AT5G46740	AT5G46740.1	KEH20037
AT5G46740	AT5G46740.2	KEH20037
AT5G46740	AT5G46740.1	KEH20084
AT5G46740	AT5G46740.2	KEH20084
AT5G46740	AT5G46740.1	AES91287
AT5G46740	AT5G46740.2	AES91287
AT5G46740	AT5G46740.1	KEH16199
AT5G46740	AT5G46740.2	KEH16199
AT5G46740	AT5G46740.1	AET03287
AT5G46740	AT5G46740.2	AET03287
AT5G46740	AT5G46740.1	KEH25395
AT5G46740	AT5G46740.2	KEH25395
AT5G46740	AT5G46740.1	AES95862
AT5G46740	AT5G46740.2	AES95862
AT3G58130	AT3G58130.1	KEH31341
AT3G58130	AT3G58130.2	KEH31341
AT2G14110	AT2G14110.2	AES90583
AT2G14110	AT2G14110.1	AES90583
AT2G14110	AT2G14110.2	AES63520
AT2G14110	AT2G14110.1	AES63520
AT1G17640	AT1G17640.2	
AT1G17640	AT1G17640.1	
AT1G17640	AT1G17640.3	
AT4G01310	AT4G01310.1	AES80278
AT3G20240	AT3G20240.1	KEH28517
AT4G33970	AT4G33970.1	
AT3G02890	AT3G02890.1	KEH17764
AT3G02890	AT3G02890.4	KEH17764
AT3G02890	AT3G02890.3	KEH17764
AT3G02890	AT3G02890.2	KEH17764
AT3G02890	AT3G02890.1	KEH27368
AT3G02890	AT3G02890.4	KEH27368
AT3G02890	AT3G02890.3	KEH27368
AT3G02890	AT3G02890.2	KEH27368
AT1G69410	AT1G69410.1	KEH33402
AT1G69410	AT1G69410.1	KEH31974
AT1G69410	AT1G69410.1	AES91340
AT4G30690	AT4G30690.2	AES92481
AT4G30690	AT4G30690.1	AES92481
AT4G02380	AT4G02380.3	AES61750
AT4G02380	AT4G02380.2	AES61750
AT4G02380	AT4G02380.1	AES61750
AT4G02380	AT4G02380.3	KEH24387
AT4G02380	AT4G02380.2	KEH24387
AT4G02380	AT4G02380.1	KEH24387
AT4G02380	AT4G02380.3	KEH24388
AT4G02380	AT4G02380.2	KEH24388
AT4G02380	AT4G02380.1	KEH24388
AT3G10572	AT3G10572.3	KEH27282
AT3G10572	AT3G10572.2	KEH27282
AT3G10572	AT3G10572.1	KEH27282
AT1G31150	AT1G31150.1	
AT1G31150	AT1G31150.2	
AT1G59865	AT1G59865.1	
AT1G59865	AT1G59865.2	
AT1G79780	AT1G79780.1	
AT4G29010	AT4G29010.1	AES76822
AT3G13228	AT3G13228.1	
AT1G25150	AT1G25150.1	
AT1G25150	AT1G25150.2	
AT1G57990	AT1G57990.1	
AT5G58910	AT5G58910.2	KEH34185
AT5G58910	AT5G58910.3	KEH34185
AT5G58910	AT5G58910.1	KEH34185
AT5G58910	AT5G58910.2	AES98533
AT5G58910	AT5G58910.3	AES98533
AT5G58910	AT5G58910.1	AES98533
AT1G72141	AT1G72141.1	
AT5G42690	AT5G42690.3	AES59497
AT5G42690	AT5G42690.5	AES59497
AT5G42690	AT5G42690.1	AES59497
AT5G42690	AT5G42690.2	AES59497
AT5G42690	AT5G42690.4	AES59497
AT5G42690	AT5G42690.3	KEH35739
AT5G42690	AT5G42690.5	KEH35739
AT5G42690	AT5G42690.1	KEH35739
AT5G42690	AT5G42690.2	KEH35739
AT5G42690	AT5G42690.4	KEH35739
AT3G44990	AT3G44990.1	AES88539
AT3G44990	AT3G44990.1	AES67527
AT2G32860	AT2G32860.1	
AT2G32860	AT2G32860.2	
AT1G57550	AT1G57550.1	
AT1G03050	AT1G03050.1	AES63388
AT1G03050	AT1G03050.1	AET01244
AT5G33210	AT5G33210.1	
AT5G33210	AT5G33210.2	
AT1G16825	AT1G16825.1	KEH28519
AT1G16825	AT1G16825.2	KEH28519
AT2G39340	AT2G39340.1	AES71355
AT5G27170	AT5G27170.1	
AT3G13800	AT3G13800.3	AET01591
AT3G13800	AT3G13800.1	AET01591
AT3G13800	AT3G13800.2	AET01591
AT3G13800	AT3G13800.4	AET01591
AT1G51360	AT1G51360.1	KEH32456
AT1G51360	AT1G51360.1	KEH16664
AT1G51360	AT1G51360.1	KEH32455
AT1G66810	AT1G66810.2	
AT1G66810	AT1G66810.1	
AT1G66810	AT1G66810.3	
AT5G67520	AT5G67520.3	AES90720
AT5G67520	AT5G67520.2	AES90720
AT5G67520	AT5G67520.1	AES90720
AT5G67520	AT5G67520.3	AES94540
AT5G67520	AT5G67520.2	AES94540
AT5G67520	AT5G67520.1	AES94540
AT3G19340	AT3G19340.1	AES80733
AT3G19340	AT3G19340.1	KEH25636
AT4G23910	AT4G23910.1	KEH21218
AT4G23910	AT4G23910.2	KEH21218
AT1G67270	AT1G67270.1	KEH25331
AT1G42480	AT1G42480.2	AES74098
AT1G42480	AT1G42480.1	AES74098
AT1G42480	AT1G42480.3	AES74098
AT5G13120	AT5G13120.1	KEH44554
AT5G13120	AT5G13120.2	KEH44554
AT5G13120	AT5G13120.1	KEH35269
AT5G13120	AT5G13120.2	KEH35269
AT2G41170	AT2G41170.1	KEH26010
AT2G41170	AT2G41170.3	KEH26010
AT2G41170	AT2G41170.2	KEH26010
AT2G41170	AT2G41170.1	AES81205
AT2G41170	AT2G41170.3	AES81205
AT2G41170	AT2G41170.2	AES81205
AT2G41170	AT2G41170.1	AES81204
AT2G41170	AT2G41170.3	AES81204
AT2G41170	AT2G41170.2	AES81204
AT2G41170	AT2G41170.1	AES81196
AT2G41170	AT2G41170.3	AES81196
AT2G41170	AT2G41170.2	AES81196
AT2G41170	AT2G41170.1	AES81199
